,artist,song,danceability,energy,key,speechiness,acousticness,instrumentalness,liveness,valence,time_signature,genres
4773,katy perry,dark horse,0.645,0.585,6,0.0513,0.00314,0.0,0.165,0.353,4,"['dance pop', 'pop', 'post-teen pop']"
4774,katy perry,dark horse,0.645,0.585,6,0.0513,0.00314,0.0,0.165,0.353,4,"['dance pop', 'pop', 'post-teen pop']"
4775,katy perry,legendary lovers,0.623,0.836,4,0.0846,0.0224,0.0,0.078,0.386,4,"['dance pop', 'pop', 'post-teen pop']"
4776,katy perry,legendary lovers,0.623,0.836,4,0.0846,0.0224,0.0,0.078,0.386,4,"['dance pop', 'pop', 'post-teen pop']"
4777,katy perry,legendary lovers,0.623,0.836,4,0.0846,0.0224,0.0,0.078,0.386,4,"['dance pop', 'pop', 'post-teen pop']"
4778,billy currington,we are tonight,0.558999999999999,0.812,11,0.0371,0.0323,0.0,0.195,0.472,4,"['contemporary country', 'country', 'country road', 'modern country rock']"
4779,lorde,tennis court,0.764,0.567,0,0.0609,0.0126,9.51e-05,0.257,0.428,4,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'nz pop', 'pop']"
4780,u2,the miracle of joey ramone,0.488,0.824,2,0.0823,0.0112,0.0,0.348,0.24,4,"['irish rock', 'permanent wave', 'rock']"
4781,david lee murphy,dust on the bottle,0.736,0.614,11,0.0389,0.0237,5.84e-06,0.292,0.858,4,"['contemporary country', 'country', 'country road', 'country rock', 'modern country rock']"
4782,regina spektor,human of the year,0.402,0.2,9,0.0337,0.79,0.00145,0.111,0.0779,4,"['chamber pop', 'indie pop', 'lilith', 'piano rock', 'pop rock']"
4783,justice crew,best night,0.667,0.723,3,0.0571,0.00635,0.0,0.0636,0.537999999999999,4,"['australian pop', 'australian talent show', 'dance pop']"
4784,justice crew,best night,0.667,0.723,3,0.0571,0.00635,0.0,0.0636,0.537999999999999,4,"['australian pop', 'australian talent show', 'dance pop']"
4785,flo rida,club can't handle me,0.616,0.869,0,0.0327,0.0283,0.0,0.064,0.473,4,"['dance pop', 'edm', 'miami hip hop', 'pop', 'pop rap']"
4786,the lumineers,stubborn love,0.598,0.56,0,0.0375,0.607,0.0432,0.196,0.221,4,"['folk-pop', 'stomp and holler']"
4787,becky g,shower,0.699,0.529,2,0.0487,0.0317,3.59e-05,0.285,0.121,4,"['latin', 'latin viral pop', 'rap latina', 'reggaeton']"
4788,francesca battistelli,this is the stuff,0.660999999999999,0.725,2,0.0297,0.436,0.0,0.089,0.416,4,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'worship']"
4789,the fray,over my head - cable car,0.592,0.729,8,0.0448,0.022,0.0,0.0653,0.709,4,"['modern rock', 'neo mellow', 'piano rock', 'pop', 'pop rock']"
4790,ella henderson,ghost,0.682,0.836,9,0.0425,0.0464,3.13e-06,0.0797,0.485,4,"['dance pop', 'pop', 'post-teen pop', 'talent show', 'tropical house', 'uk pop']"
4791,the script,superheroes,0.491,0.885,3,0.0395,0.00219,0.0,0.0741,0.640999999999999,4,"['celtic rock', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']"
4792,capital cities,safe and sound - dzeko and torres remix,0.611,0.825,1,0.0321,0.000337,0.139,0.215,0.322999999999999,4,"['alternative dance', 'indie pop', 'metropopolis', 'modern rock']"
4793,jason derulo,whatcha say,0.615,0.711,11,0.0779,0.0444,0.0,0.145,0.711,4,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']"
4794,jason derulo,whatcha say,0.615,0.711,11,0.0779,0.0444,0.0,0.145,0.711,4,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']"
4795,jason derulo,whatcha say,0.615,0.711,11,0.0779,0.0444,0.0,0.145,0.711,4,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']"
4796,dannic and shermanology,wait for you,0.553999999999999,0.907,9,0.0798,0.00509,0.000112,0.328,0.144,4,"['big room', 'deep big room', 'dutch edm', 'edm', 'electro house', 'house', 'pop edm', 'progressive electro house', 'progressive house', 'sky room']"
4797,reel big fish,everyone else is an asshole,0.62,0.975,4,0.0868,0.0278,0.0,0.109,0.750999999999999,4,"['modern ska punk', 'punk', 'ska', 'ska punk', 'skate punk', 'socal pop punk']"
4798,canaan smith,love you like that,0.558999999999999,0.765999999999999,11,0.0295,0.0107,6.97999999999999e-05,0.194,0.723,4,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock', 'redneck']"
4799,paramore,that's what you get,0.528,0.831,8,0.0429,9.43e-05,0.0,0.141,0.632,3,"['candy pop', 'emo', 'pixie', 'pop emo', 'pop punk']"
4800,nine inch nails,a warm place,0.248,0.106,0,0.0342,0.775,0.832,0.108,0.094,4,"['alternative metal', 'alternative rock', 'cyberpunk', 'electronic rock', 'industrial', 'industrial metal', 'industrial rock', 'nu metal', 'post-grunge', 'rock']"
4801,the dumplings,man pregnant,0.648,0.495,7,0.0438,0.135,0.00131,0.961,0.236,4,"['polish indie', 'polish pop']"
4802,chelsea ward,that's falling in love,0.627,0.908,1,0.0355,0.133,1.54e-06,0.224,0.792999999999999,4,[]
4803,justin bieber,what do you mean,0.845,0.567,5,0.0956,0.59,0.00141999999999999,0.0811,0.792999999999999,4,"['canadian pop', 'pop', 'post-teen pop']"
4804,pavement,cut your hair,0.477,0.731,4,0.0313,0.00556,0.00169,0.236,0.63,4,"['alternative pop', 'alternative rock', 'anti-folk', 'art rock', 'chamber pop', 'dance rock', 'dance-punk', 'dream pop', 'freak folk', 'garage psych', 'garage rock', 'indie folk', 'indie pop', 'indie rock', 'lo-fi', 'modern rock', 'new wave', 'noise pop', 'noise rock', 'rock', 'slow core']"
4805,muse,mercy,0.482,0.926,7,0.0549,0.00952,0.0,0.311,0.371,4,"['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']"
4806,muse,mercy,0.482,0.926,7,0.0549,0.00952,0.0,0.311,0.371,4,"['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']"
4807,john grant,outer space,0.532999999999999,0.413,8,0.0287,0.615,0.128,0.109,0.366,4,"['art pop', 'chamber pop', 'chamber psych', 'freak folk']"
4808,cartoons,ekkosangen,0.689,0.957,9,0.0368,0.0194,0.0202,0.274,0.964,4,"['bubblegum dance', 'eurodance', 'europop']"
4809,kate bush,suspended in gaffa,0.674,0.31,9,0.0326,0.552,0.0,0.0947,0.69,4,"['art pop', 'art rock', 'baroque pop', 'dance rock', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']"
4810,jonas blue,fast car,0.672,0.578,9,0.0569,0.469,0.0,0.312,0.547999999999999,4,"['dance pop', 'edm', 'pop', 'tropical house', 'uk dance']"
4811,kenshi yonezu,vivi,0.552999999999999,0.937,11,0.079,0.0014,2.46e-06,0.163,0.804,4,['anime']
4812,death cab for cutie,the ice is getting thinner,0.362,0.138,0,0.0421,0.847,0.000468,0.11,0.0752,3,"['indie pop', 'indie rock', 'modern rock', 'pop rock', 'washington indie']"
4813,james taylor,mexico,0.774,0.497,11,0.0293,0.279,7.8e-06,0.119,0.769,4,"['adult standards', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']"
4814,timeflies,all the way,0.56,0.856,1,0.0728,0.018,0.0,0.0404,0.56,4,"['dance pop', 'indie pop rap', 'indie poptimism', 'pop', 'pop rap', 'pop rock', 'post-teen pop', 'tropical house']"
4815,timeflies,all the way,0.56,0.856,1,0.0728,0.018,0.0,0.0404,0.56,4,"['dance pop', 'indie pop rap', 'indie poptimism', 'pop', 'pop rap', 'pop rock', 'post-teen pop', 'tropical house']"
4816,green day,2000 light years away,0.206,0.99,10,0.13,0.00176,8.07e-05,0.335,0.665999999999999,4,"['modern rock', 'permanent wave', 'punk']"
4817,myla smith,slow down,0.665999999999999,0.57,2,0.0387,0.144,0.0,0.0503,0.468,4,['memphis americana']
4818,myla smith,slow down,0.665999999999999,0.57,2,0.0387,0.144,0.0,0.0503,0.468,4,['memphis americana']
4819,dixie chicks,goodbye earl,0.705,0.7,0,0.0295,0.0192,0.0,0.0755,0.765,4,"['contemporary country', 'country', 'country dawn']"
4820,jjamz,heartbeat,0.667,0.833,2,0.0519,0.00165,0.00965,0.213,0.552,4,[]
4821,les friction,come back to me,0.268,0.178,8,0.0338,0.862,0.000265,0.0902,0.0813,4,['epicore']
4822,veronica maggio,jag kommer,0.572,0.865,3,0.0792,0.00569,3.27e-05,0.178,0.866,4,['swedish pop']
4823,alkaline trio,help me,0.513,0.943,11,0.0619,7.13e-05,3.75e-06,0.163999999999999,0.528,4,"['chicago punk', 'emo', 'pop punk', 'punk', 'screamo', 'skate punk']"
4824,lady gaga,marry the night,0.614,0.879,0,0.056,0.00104,0.00437999999999999,0.41,0.407,4,"['dance pop', 'pop']"
4825,rachel platten,stand by you,0.506,0.897,9,0.26,0.146,0.000451,0.0868,0.525,4,"['pop', 'post-teen pop', 'viral pop']"
4826,eluveitie,inis mona,0.43,0.991,2,0.0916,0.000343,0.00249,0.416,0.276,4,"['bow pop', 'celtic metal', 'celtic rock', 'folk metal', 'hurdy-gurdy', 'melodic death metal', 'power metal', 'swiss metal', 'viking metal']"
4827,the lumineers ,ho hey,0.685,0.466,0,0.0304,0.794,2.06e-06,0.0915,0.353,4,"['folk-pop', 'stomp and holler']"
4828,the lumineers ,ho hey,0.685,0.466,0,0.0304,0.794,2.06e-06,0.0915,0.353,4,"['folk-pop', 'stomp and holler']"
4829,myla smith,slow down,0.665999999999999,0.57,2,0.0387,0.144,0.0,0.0503,0.468,4,['memphis americana']
4830,vance joy,riptide,0.484,0.731,1,0.0379,0.431,0.0,0.151,0.51,4,"['folk-pop', 'modern rock', 'pop', 'pop rock']"
4831,tom petty and the heartbreakers, i won't back down,0.583,0.331,7,0.0259,0.738,1.7e-05,0.953,0.3,4,"['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'pop rock', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']"
4832,tom petty and the heartbreakers, i won't back down,0.583,0.331,7,0.0259,0.738,1.7e-05,0.953,0.3,4,"['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'pop rock', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']"
4833,jimmy barnes,working class man,0.373,0.938,11,0.0997,0.0117,5.56e-05,0.155,0.391,4,"['australian pop', 'australian rock']"
4834,lorde,team,0.69,0.578,6,0.0929,0.166999999999999,0.0,0.305,0.416,4,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'nz pop', 'pop']"
4835,vance joy,riptide,0.484,0.731,1,0.0379,0.431,0.0,0.151,0.51,4,"['folk-pop', 'modern rock', 'pop', 'pop rock']"
4836,tom petty and the heartbreakers,i won't back down,0.583,0.331,7,0.0259,0.738,1.7e-05,0.953,0.3,4,"['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'pop rock', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']"
4837,tom petty and the heartbreakers,i won't back down,0.583,0.331,7,0.0259,0.738,1.7e-05,0.953,0.3,4,"['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'pop rock', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']"
4838,alkaline trio,help me,0.513,0.943,11,0.0619,7.13e-05,3.75e-06,0.163999999999999,0.528,4,"['chicago punk', 'emo', 'pop punk', 'punk', 'screamo', 'skate punk']"
4839,sam smith,like i can ,0.655999999999999,0.627,7,0.0379,0.343,2.17e-05,0.124,0.481,4,"['pop', 'post-teen pop', 'uk pop']"
4840,boy,little numbers,0.7,0.785999999999999,8,0.0277,0.136999999999999,0.0,0.0949,0.721,4,"['german indie', 'german pop']"
4841,robin schulz,headlights,0.597,0.685,11,0.0367,0.0245,0.000335,0.182,0.369,4,"['dance pop', 'deep euro house', 'deep house', 'edm', 'electro house', 'german dance', 'pop', 'tropical house']"
4842,motion city soundtrack,the future freaks me out,0.660999999999999,0.874,5,0.0456,0.0168,0.0,0.41,0.682,4,"['emo', 'modern rock', 'neon pop punk', 'pop punk']"
4843,motion city soundtrack,the future freaks me out,0.660999999999999,0.874,5,0.0456,0.0168,0.0,0.41,0.682,4,"['emo', 'modern rock', 'neon pop punk', 'pop punk']"
4844,treble charger,ever she flows,0.534,0.659,7,0.0272,0.000546,0.00193,0.15,0.414,4,"['canadian indie', 'canadian rock']"
4845,tame impala,eventually,0.424,0.615,9,0.0325,0.0158,0.000389,0.0844,0.155,4,"['australian psych', 'neo-psychedelic']"
4846,brad paisley,two feet of topsoil,0.527,0.8,0,0.047,0.368,0.0,0.0552,0.694,4,"['contemporary country', 'country', 'country road']"
4847,green day,the death of st jimmy,0.333,0.87,2,0.0516,0.00362,7.78e-06,0.359,0.479,4,"['modern rock', 'permanent wave', 'punk']"
4848,adele,send my love,0.69,0.524,6,0.103,0.0415,3.16e-06,0.17,0.562,4,"['british soul', 'pop', 'uk pop']"
4849,green day,good riddance - time of your life,0.475,0.432,7,0.0302,0.183,0.0,0.161,0.648,4,"['modern rock', 'permanent wave', 'punk']"
4850,brooke fraser,something in the water,0.724,0.577,0,0.0387,0.0886,1.87e-06,0.16,0.677,4,"['nz christian', 'nz pop', 'worship']"
4851,brooke fraser,something in the water,0.724,0.577,0,0.0387,0.0886,1.87e-06,0.16,0.677,4,"['nz christian', 'nz pop', 'worship']"
4852,imagine dragons,i bet my life,0.552999999999999,0.657,1,0.0405,0.335,0.000648,0.228,0.555,4,"['modern rock', 'rock']"
4853,the shins,simple song,0.546,0.878,7,0.0525,0.0133,0.0,0.135,0.35,4,"['albuquerque indie', 'alternative rock', 'chamber pop', 'garage rock', 'indie folk', 'indie pop', 'indie rock', 'modern rock', 'portland indie', 'rock', 'stomp and holler']"
4854,tame impala,eventually,0.424,0.615,9,0.0325,0.0158,0.000389,0.0844,0.155,4,"['australian psych', 'neo-psychedelic']"
4855,weird al yankovic,the night santa went crazy,0.589,0.654,3,0.0329,0.193,0.0,0.0811,0.383,4,"['antiviral pop', 'comedy rock', 'comic', 'parody']"
4856,brad paisley,two feet of topsoil,0.527,0.8,0,0.047,0.368,0.0,0.0552,0.694,4,"['contemporary country', 'country', 'country road']"
4857,green day,the death of st jimmy,0.333,0.87,2,0.0516,0.00362,7.78e-06,0.359,0.479,4,"['modern rock', 'permanent wave', 'punk']"
4858,greek fire,top of the world,0.488,0.89,8,0.0504,0.00198,0.000338,0.325,0.278,4,['stl indie']
4859,john williams,olympic fanfare and theme,0.378,0.153,0,0.0404,0.842,0.913,0.0704,0.103,4,['soundtrack']
4860,francesca battistelli,this is the stuff,0.660999999999999,0.725,2,0.0297,0.436,0.0,0.089,0.416,4,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'worship']"
4861,brand new,last chance to lose your keys,0.47,0.932,3,0.178,0.0343,0.0,0.232,0.782999999999999,4,"['emo', 'pop punk', 'screamo']"
4862,brad paisley,two feet of topsoil,0.527,0.8,0,0.047,0.368,0.0,0.0552,0.694,4,"['contemporary country', 'country', 'country road']"
4863,the lumineers ,ho hey,0.685,0.466,0,0.0304,0.794,2.06e-06,0.0915,0.353,4,"['folk-pop', 'stomp and holler']"
4864,the lumineers ,ho hey,0.685,0.466,0,0.0304,0.794,2.06e-06,0.0915,0.353,4,"['folk-pop', 'stomp and holler']"
4865,ylvis,massachusetts,0.61,0.726,1,0.0532,0.379,0.0,0.102,0.521,4,['comic']
4866,steely dan,gaucho,0.750999999999999,0.387,5,0.0431,0.579,3.39e-05,0.0827,0.59,4,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'yacht rock']"
4867,boy,little numbers,0.7,0.785999999999999,8,0.0277,0.136999999999999,0.0,0.0949,0.721,4,"['german indie', 'german pop']"
4868,treble charger,ever she flows,0.534,0.659,7,0.0272,0.000546,0.00193,0.15,0.414,4,"['canadian indie', 'canadian rock']"
4869,toby fox,your best nightmare,0.59,0.759,4,0.0836,0.195,0.753,0.0945,0.524,4,['indie game soundtrack']
4870,tom petty,into the great wide open,0.608,0.583,4,0.0235,0.188,0.0,0.129,0.714,4,"['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'pop rock', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']"
4871,selena,i could fall in love,0.54,0.640999999999999,1,0.032,0.131,0.00556,0.0715,0.498,4,"['latin pop', 'mexican pop', 'tejano']"
4872,caspar babypants,googly eyes,0.825,0.476,9,0.0793,0.871,0.0,0.17,0.794,4,"[""children's folk"", ""children's music""]"
4873,the strokes,what ever happened,0.547,0.599,11,0.0344,9.67e-05,0.679,0.229,0.587,4,"['alternative rock', 'garage rock', 'indie rock', 'modern rock', 'permanent wave', 'rock']"
4874,felix cartal feat ofelia,new scene - lucky date remix,0.685999999999999,0.716,5,0.0851,0.031,9.88e-06,0.13,0.213,4,"['big room', 'canadian electronic', 'edm', 'electro house', 'electropop', 'indie poptimism', 'pop edm', 'tropical house']"
4875,felix cartal feat ofelia,new scene - lucky date remix,0.685999999999999,0.716,5,0.0851,0.031,9.88e-06,0.13,0.213,4,"['big room', 'canadian electronic', 'edm', 'electro house', 'electropop', 'indie poptimism', 'pop edm', 'tropical house']"
4876,emancipator,anthem,0.467,0.517,10,0.0366,0.785,0.936,0.0926,0.314,4,"['downtempo', 'electronica', 'livetronica', 'nu jazz', 'trip hop']"
4877,jordin sparks,one step at a time,0.765999999999999,0.692,1,0.0289,0.0825,0.0,0.0384,0.691,4,"['dance pop', 'neo mellow', 'pop', 'pop rap', 'pop rock', 'post-teen pop', 'r&b', 'urban contemporary', 'viral pop']"
4878,years and years,king,0.56,0.857,4,0.0384,0.0594,0.0,0.381,0.432,4,"['dance pop', 'edm', 'gauze pop', 'pop', 'tropical house', 'uk pop']"
4879,jojo,too little too late,0.394,0.821,6,0.0404,0.00302,0.019,0.186,0.509,4,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']"
4880,dj sammy,heaven,0.565,0.942,8,0.0518,0.00107,0.000393,0.152,0.569,4,"['eurodance', 'europop']"
4881,foreigner,i want to know what love is,0.477,0.471,6,0.0277,0.193,1.76e-06,0.131,0.423,4,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']"
4882,selena,i could fall in love,0.54,0.640999999999999,1,0.032,0.131,0.00556,0.0715,0.498,4,"['latin pop', 'mexican pop', 'tejano']"
4883,city 17,toxin,0.707,0.957,6,0.099,0.00861,0.0448,0.12,0.508,4,[]
4884,arctic monkeys,fluorescent adolescent,0.645999999999999,0.813,6,0.0288,0.00178,2.26e-05,0.144,0.821,4,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']"
4885,sharon needles,why do you think you are nuts,0.49,0.947,1,0.0778,7.35e-05,0.0,0.293,0.795,4,['strut']
4886,lorde,buzzcut season,0.733,0.62,1,0.075,0.606,0.305,0.117,0.247,4,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'nz pop', 'pop']"
4887,snarky puppy,thing of gold,0.347,0.753,5,0.0462,0.0264,0.902,0.687,0.381,4,"['contemporary jazz', 'funk rock', 'jazz funk', 'jazz fusion', 'modern funk', 'progressive jazz fusion']"
4888,florence and the machine,ship to wreck,0.564,0.923,9,0.0325,0.00147,0.0,0.277,0.587,4,"['art pop', 'baroque pop', 'pop', 'uk alternative pop']"
4889,the connells,'74-'75,0.53,0.59,11,0.025,0.183,0.00227,0.0675,0.43,4,"['jangle pop', 'pop rock']"
4890,the salads,seasons,0.468,0.588,0,0.032,0.00079,0.00178,0.0819,0.484,3,['canadian punk']
4891,the rasmus,in the shadows,0.6,0.795999999999999,2,0.0275,0.000109,5.2e-05,0.484,0.75,4,['funk metal']
4892,alestorm,shipwrecked,0.574,0.976,5,0.0401,5.82e-05,6.15999999999999e-05,0.105,0.618,4,"['comic', 'comic metal', 'folk metal', 'metal', 'pirate', 'power metal', 'scottish metal']"
4893,iron maiden,fear of the dark,0.308,0.866,2,0.059,0.000739,0.00141,0.232,0.227,4,"['album rock', 'hard rock', 'metal', 'nwobhm', 'rock']"
4894,robyn,call your girlfriend,0.599,0.887,8,0.11,0.00101,0.0545,0.0716,0.461,4,"['art pop', 'dance pop', 'electropop', 'pop', 'pop rock', 'scandipop', 'swedish electropop', 'swedish pop']"
4895,depeche mode,enjoy the silence,0.640999999999999,0.812,0,0.0293,0.155,4.42999999999999e-05,0.078,0.822,4,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop']"
4896,george harrison,my sweet lord,0.537,0.701,1,0.0335,0.0972,0.0,0.0832,0.583,4,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']"
4897,mumford and sons,the cave,0.595,0.506,4,0.0388,0.0464,0.000138,0.107,0.346,4,"['modern folk rock', 'modern rock', 'neo mellow', 'stomp and holler', 'uk americana']"
4898,nirvana,in bloom,0.436,0.875999999999999,10,0.0647,3.33e-05,0.000104,0.205,0.512,4,"['alternative rock', 'grunge', 'permanent wave', 'post-grunge', 'rock']"
4899,buddy holly,maybe baby,0.448,0.621,5,0.0251,0.117,0.00103,0.0559,0.3,4,[]
4900,mumford and sons,sigh no more,0.485,0.333,0,0.0299,0.0251,0.000252,0.306,0.214,4,"['modern folk rock', 'modern rock', 'neo mellow', 'stomp and holler', 'uk americana']"
4901,suzanne vega,tom's diner,0.86,0.439,6,0.0496,0.0204,0.0147,0.0465,0.725,4,"['folk', 'lilith', 'new wave pop', 'permanent wave', 'pop rock', 'singer-songwriter']"
4902,foo fighters,my hero,0.374,0.927,4,0.0652,6.2e-05,0.000177,0.0575,0.301,4,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']"
4903,foo fighters,my hero,0.374,0.927,4,0.0652,6.2e-05,0.000177,0.0575,0.301,4,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']"
4904,kyu sakamoto,sukiyaki,0.415,0.359,7,0.0334,0.707,6.53e-05,0.319,0.404,4,['enka']
4905,the beatles,from me to you,0.581,0.821,0,0.0318,0.507,0.0,0.108,0.968,4,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
4906,chairlift,evident utensil,0.645999999999999,0.725,0,0.0271,0.0165,2.42e-05,0.0936,0.893,4,"['alternative dance', 'art pop', 'brooklyn indie', 'chillwave', 'dance pop', 'electropop', 'escape room', 'experimental pop', 'hyperpop', 'indie pop', 'indietronica', 'metropopolis', 'neo-synthpop', 'shimmer pop']"
4907,eisley,drink the water,0.503,0.718,7,0.0406,0.512,0.0604,0.29,0.318,4,"['christian rock', 'dreamo', 'indie pop', 'piano rock']"
4908,neil sedaka,calendar girl,0.703,0.649,8,0.0312,0.397,0.0,0.209,0.862,4,"['adult standards', 'brill building pop', 'bubblegum pop', 'lounge', 'mellow gold', 'merseybeat', 'rockabilly', 'soft rock']"
4909,rilo kiley,silver lining,0.709,0.53,7,0.0288,0.289,4.54e-05,0.0929,0.692,4,"['anti-folk', 'chamber pop', 'indie folk', 'indie pop', 'indie rock', 'la indie', 'lilith']"
4910,dnce,cake by the ocean,0.774,0.753,4,0.0517,0.153,0.0,0.0371,0.895999999999999,4,"['dance pop', 'pop', 'post-teen pop']"
4911,mariah carey,heartbreaker,0.524,0.816,1,0.37,0.384,0.0,0.349,0.789,4,"['dance pop', 'pop', 'r&b', 'urban contemporary']"
4912,mariah carey,heartbreaker,0.524,0.816,1,0.37,0.384,0.0,0.349,0.789,4,"['dance pop', 'pop', 'r&b', 'urban contemporary']"
4913,mariah carey,heartbreaker,0.524,0.816,1,0.37,0.384,0.0,0.349,0.789,4,"['dance pop', 'pop', 'r&b', 'urban contemporary']"
4914,mariah carey,heartbreaker,0.524,0.816,1,0.37,0.384,0.0,0.349,0.789,4,"['dance pop', 'pop', 'r&b', 'urban contemporary']"
4915,leonard cohen,hallelujah,0.28,0.344,0,0.0293,0.715,0.00642,0.133,0.232,3,"['canadian folk', 'canadian singer-songwriter', 'folk', 'folk rock', 'melancholia', 'permanent wave', 'singer-songwriter', 'traditional folk']"
4916,jeff buckley,hallelujah,0.322999999999999,0.136,0,0.0318,0.931,0.00119,0.176,0.0828,3,"['alternative rock', 'chamber pop', 'melancholia', 'permanent wave', 'rock', 'singer-songwriter']"
4917,hoobastank,the reason,0.472,0.670999999999999,4,0.029,0.0129,0.0,0.159,0.0681,4,"['alternative metal', 'funk metal', 'nu metal', 'pop rock', 'post-grunge']"
4918,dusty springfield,i only want to be with you,0.602,0.684,7,0.029,0.103,0.0,0.175,0.961,4,"['adult standards', 'brill building pop', 'british invasion', 'classic uk pop', 'folk', 'folk rock', 'lounge', 'mellow gold', 'motown', 'rock', 'soul', 'vocal jazz']"
4919,roy orbison,oh pretty woman,0.619,0.603,9,0.0342,0.715,0.0,0.0721,0.958,4,"['adult standards', 'brill building pop', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'rock-and-roll', 'rockabilly', 'soft rock']"
4920,del amitri,nothing ever happens,0.491,0.41,5,0.0317,0.365,0.0,0.135,0.506,4,"['britpop', 'celtic rock', 'melancholia', 'new wave pop', 'pop rock', 'scottish rock']"
4921,nobuo uematsu,final fantasy - prelude,0.207,0.269,5,0.0385,0.94,0.907,0.108,0.0389,4,"['anime score', 'chiptune', 'final fantasy', 'japanese classical', 'japanese vgm', 'scorecore', 'video game music']"
4922,neil sedaka,calendar girl,0.703,0.649,8,0.0312,0.397,0.0,0.209,0.862,4,"['adult standards', 'brill building pop', 'bubblegum pop', 'lounge', 'mellow gold', 'merseybeat', 'rockabilly', 'soft rock']"
4923,rilo kiley,silver lining,0.709,0.53,7,0.0288,0.289,4.54e-05,0.0929,0.692,4,"['anti-folk', 'chamber pop', 'indie folk', 'indie pop', 'indie rock', 'la indie', 'lilith']"
4924,stephen sondheim,the ballad of sweeney todd,0.382,0.318,2,0.0539,0.862,0.000759999999999999,0.569,0.175,4,"['broadway', 'hollywood', 'show tunes']"
4925,daya,hide away,0.885,0.800999999999999,11,0.0882,0.225,1.65e-06,0.0733,0.466,4,"['dance pop', 'edm', 'electropop', 'indie poptimism', 'pop', 'post-teen pop', 'tropical house', 'viral pop']"
4926,jjamz,heartbeat,0.667,0.833,2,0.0519,0.00165,0.00965,0.213,0.552,4,[]
4927,green day,good riddance - time of your life,0.475,0.432,7,0.0302,0.183,0.0,0.161,0.648,4,"['modern rock', 'permanent wave', 'punk']"
4928,bruce springsteen,dancing in the dark,0.527,0.942,1,0.0366,0.0115,0.0,0.188,0.495,4,"['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter', 'soft rock']"
4929,the horrible crowes,cherry blossoms,0.271,0.321,7,0.0284,0.531,0.0902,0.251,0.0747,4,['new jersey indie']
4930,robin schulz,headlights,0.597,0.685,11,0.0367,0.0245,0.000335,0.182,0.369,4,"['dance pop', 'deep euro house', 'deep house', 'edm', 'electro house', 'german dance', 'pop', 'tropical house']"
