,artist,song,danceability,energy,key,speechiness,acousticness,instrumentalness,liveness,valence,time_signature,genres
1520,the white stripes,the denial twist,0.504,0.758,7,0.148,0.333,0.0,0.132,0.758,4,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'permanent wave', 'punk blues', 'rock']"
1521,love and theft,angel eyes,0.655999999999999,0.696,8,0.0261,0.0134,0.0,0.0753,0.966,4,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']"
1522,borns,past lives,0.743,0.685,4,0.0975,0.0664,6.75e-05,0.0884,0.443,4,"['electropop', 'indie pop', 'indie poptimism', 'modern rock', 'pop', 'rock']"
1523,blink-182,she's out of her mind,0.447,0.967,0,0.0793,0.00448,0.0,0.487,0.606,4,"['pop punk', 'punk', 'socal pop punk']"
1524,matt nathanson,come on get higher,0.672,0.623,9,0.0297,0.241,0.0,0.0848,0.617,4,"['acoustic pop', 'indiecoustica', 'neo mellow', 'pop rock']"
1525,alligatoah,trauerfeier lied,0.555,0.501,4,0.0993,0.691,0.0,0.193,0.680999999999999,4,['german pop']
1526,the who,who are you,0.650999999999999,0.648,9,0.0501,0.262,0.0042,0.0655,0.49,4,"['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'protopunk', 'rock', 'roots rock']"
1527,bruno mars,gorilla,0.717,0.544,7,0.0371,0.445,5.16e-06,0.0973,0.640999999999999,4,"['dance pop', 'pop']"
1528,yeng constantino,chinito,0.841,0.69,1,0.0399,0.216,0.0123,0.363,0.73,4,"['classic opm', 'opm']"
1529,the shins,simple song,0.546,0.878,7,0.0525,0.0133,0.0,0.135,0.35,4,"['albuquerque indie', 'alternative rock', 'chamber pop', 'garage rock', 'indie folk', 'indie pop', 'indie rock', 'modern rock', 'portland indie', 'rock', 'stomp and holler']"
1530,skrillex,breakn' a sweat,0.596,0.921,11,0.074,0.0049,0.00019,0.536,0.232,4,"['brostep', 'complextro', 'edm', 'electro', 'electro house']"
1531,the strokes,reptilia,0.486,0.665999999999999,9,0.033,0.000563,0.789,0.101,0.741,4,"['alternative rock', 'garage rock', 'indie rock', 'modern rock', 'permanent wave', 'rock']"
1532,eir aoi,sirius,0.409,0.974,1,0.0696,0.00879,0.0,0.203,0.816,4,"['anime', 'anime rock', 'j-pixie', 'j-pop', 'otacore']"
1533,disney,colors of the wind,0.339,0.0795,1,0.0672,0.996,0.93,0.077,0.185,4,"['calming instrumental', 'piano cover']"
1534,rustie,4eva,0.381,0.657,0,0.152,0.00078,4.73e-06,0.295,0.48,4,"['bass music', 'dubstep', 'electronic trap', 'future garage', 'hyperpop', 'scottish electronic', 'vapor twitch', 'wonky']"
1535,armin van buuren,sound of the drums,0.611,0.592,8,0.0392,0.547,0.00144,0.123,0.327,4,"['edm', 'progressive house', 'trance']"
1536,neon indian,polish girl,0.622,0.873,9,0.0366,0.00603,1.25e-05,0.131,0.434,4,"['alternative dance', 'art pop', 'chillwave', 'dance-punk', 'denton tx indie', 'electropop', 'experimental pop', 'indie pop', 'indietronica', 'neo-synthpop', 'new rave', 'noise pop', 'nu gaze', 'shimmer pop']"
1537,steven wilson,perfect life,0.608,0.528,4,0.0294,0.0744,0.650999999999999,0.0901,0.695,4,"['alternative metal', 'art rock', 'progressive metal', 'progressive rock', 'symphonic rock']"
1538,goo goo dolls,iris,0.315,0.715,11,0.0362,0.00125,7.97e-06,0.0942,0.497,3,"['alternative rock', 'neo mellow', 'permanent wave', 'pop rock', 'post-grunge']"
1539,colbie caillat,realize,0.693,0.594,1,0.0325,0.13,0.0,0.115,0.192,4,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']"
1540,kyary pamyu pamyu,ponponpon,0.634,0.988,4,0.043,0.0469,0.000684,0.495,0.91,4,['j-idol']
1541,maroon 5,love somebody,0.675,0.792,1,0.0368,0.145,0.0,0.12,0.395,4,"['pop', 'pop rock']"
1542,keane,silenced by the night - alesso remix,0.561,0.709,1,0.0311,0.00793,0.068,0.086,0.083,4,"['neo mellow', 'piano rock', 'pop rock']"
1543,saves the day,eulogy,0.53,0.894,1,0.0429,0.000116,0.0,0.198,0.441,4,"['alternative emo', 'dreamo', 'emo', 'melodic hardcore', 'pop punk', 'post-hardcore', 'screamo']"
1544,drake,hold on we're going home,0.775999999999999,0.413,6,0.0952,0.00415,2.68e-05,0.0724,0.287,4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
1545,the strokes,what ever happened,0.547,0.599,11,0.0344,9.67e-05,0.679,0.229,0.587,4,"['alternative rock', 'garage rock', 'indie rock', 'modern rock', 'permanent wave', 'rock']"
1546,dubvision,broken,0.524,0.662,7,0.0481,0.0263,0.0,0.126,0.173,4,"['big room', 'deep big room', 'edm', 'electro house', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']"
1547,avicii,levels,0.584,0.89,1,0.0343,0.047,0.814,0.309,0.466,4,"['big room', 'dance pop', 'edm', 'pop', 'tropical house']"
1548,josh guru project,infinity 2008,0.498,0.862,7,0.0589,0.000313,0.00941,0.352,0.47,4,['acid house']
1549,conor maynard,turn around,0.594,0.865,1,0.0263,0.0179,6.6e-06,0.128,0.595,4,"['dance pop', 'pop', 'post-teen pop', 'viral pop']"
1550,gershon kingsley,popcorn,0.667999999999999,0.714,10,0.047,0.00631,0.579,0.0381,0.732,4,['moog']
1551,howard skempton,lento,0.174,0.0204,7,0.0423,0.98,0.857,0.3,0.0348,3,"['british contemporary classical', 'minimalism']"
1552,adrian lux,weekend heroes - bauer and lanford remix,0.644,0.674,11,0.0822,0.000318,0.126,0.0638,0.466,4,"['edm', 'progressive electro house']"
1553,emerson lake and palmer,the sheriff,0.436,0.516,2,0.0624,0.184,0.0137,0.127,0.933,4,"['album rock', 'art rock', 'classic rock', 'hard rock', 'jazz fusion', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']"
1554,frost,saline,0.494,0.268,7,0.0291,0.738,0.0,0.191,0.21,4,"['neo-progressive', 'progressive metal', 'progressive rock', 'symphonic rock']"
1555,sylver,turn the tide,0.694,0.84,9,0.0401,0.0118,0.0888,0.0505,0.496,4,"['bubble trance', 'bubblegum dance', 'eurodance', 'europop']"
1556,mandopony,survive the night,0.684,0.577,3,0.0272,0.0182,0.0,0.0849,0.246,4,"['antiviral pop', 'otacore', 'pony']"
1557,san holo,we rise,0.747,0.491,6,0.0639,0.197,1.77e-05,0.0837,0.827,4,"['edm', 'electro house', 'electronic trap', 'electropop', 'pop edm', 'vapor twitch']"
1558,lana del rey,dark paradise,0.6,0.653,1,0.0594,0.0953,0.0,0.122,0.43,4,"['art pop', 'pop']"
1559,relient k,be my escape,0.553999999999999,0.864,9,0.0394,0.00605,0.0,0.132,0.299,4,"['canadian ccm', 'christian alternative rock', 'christian music', 'christian punk', 'christian rock', 'indiecoustica', 'neo mellow', 'pop punk', 'pop rock']"
1560,tegan and sara,everything is awesome,0.698,0.96,8,0.142,0.011,1.41e-06,0.435,0.738,4,"['canadian indie', 'dance pop', 'indie pop', 'indie poptimism', 'indietronica', 'lilith', 'metropopolis', 'permanent wave', 'pop rock']"
1561,cheryl cole,parachute,0.799,0.719,0,0.043,0.00624,0.000553,0.131,0.805999999999999,4,"['dance pop', 'electropop', 'europop', 'pop', 'post-teen pop', 'uk pop']"
1562,dispatch,the general,0.541,0.675,10,0.192,0.446,0.0,0.107,0.685999999999999,4,"['indie folk', 'jam band', 'modern folk rock', 'neo mellow', 'reggae rock', 'stomp and holler']"
1563,red hot chili peppers,otherside,0.458,0.795,0,0.0574,0.00316,0.000202,0.0756,0.513,4,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'post-grunge', 'rock']"
1564,armin van buuren,alone,0.573,0.719,10,0.0316,0.00394,0.0042,0.189,0.382,4,"['edm', 'progressive house', 'trance']"
1565,eric clapton,tears in heaven,0.695,0.336,9,0.0313,0.8,0.00264,0.701,0.422,4,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold', 'rock', 'soft rock']"
1566,afrojack,the spark,0.650999999999999,0.898,11,0.0391,0.152,0.0,0.11,0.599,4,"['big room', 'dance pop', 'deep big room', 'dutch house', 'edm', 'electro house', 'pop', 'progressive electro house', 'progressive house', 'tropical house']"
1567,enrique iglesias,bailamos,0.627,0.888,9,0.0388,0.0528,0.00237,0.136,0.591,4,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'tropical']"
1568,avicii,hey brother,0.545,0.78,7,0.0436,0.0309,4.64e-05,0.0828,0.458,4,"['big room', 'dance pop', 'edm', 'pop', 'tropical house']"
1569,ok go,needing - getting,0.492,0.908,2,0.0651,0.00152,0.0413,0.287,0.239,3,"['alternative rock', 'chicago indie', 'dance-punk', 'garage rock', 'indie pop', 'indie rock', 'modern rock', 'permanent wave', 'pop rock', 'rock']"
1570,murtagh,alpha,0.54,0.945,7,0.0938,0.00541,0.00257,0.403,0.115,4,[]
1571,cher,half breed,0.645999999999999,0.467,9,0.0325,0.524,0.0,0.329,0.877,4,"['dance pop', 'hollywood', 'new wave pop', 'pop']"
1572,bloc party,flux,0.392,0.954,1,0.372,0.000408,0.00097,0.0653,0.224,4,"['alternative dance', 'alternative rock', 'dance-punk', 'garage rock', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'rock']"
1573,crayon pop,fm,0.629,0.966,0,0.0388,0.00298,0.0,0.315,0.292,4,"['k-pop', 'k-pop girl group']"
1574,birdy,wings,0.474,0.707,7,0.0253,0.0831,0.0,0.162,0.224,4,"['neo mellow', 'pop']"
1575,regina spektor,fidelity,0.923,0.518,5,0.0492,0.52,0.000141999999999999,0.104,0.682,4,"['chamber pop', 'indie pop', 'lilith', 'piano rock', 'pop rock']"
1576,the offspring,the kids aren't alright,0.523,0.943,1,0.0337,0.00704,3.81e-05,0.0579,0.765999999999999,4,"['alternative metal', 'permanent wave', 'post-grunge', 'punk', 'rock', 'skate punk', 'socal pop punk']"
1577,asher roth,i love college,0.713,0.826,8,0.243,0.0897,0.0,0.421,0.664,4,"['indie pop rap', 'pop rap', 'rap']"
1578,josh groban,you raise me up,0.25,0.136,10,0.037,0.672999999999999,0.000157,0.107,0.0981,4,"['adult standards', 'operatic pop']"
1579,blink 182,adam's song,0.52,0.775,0,0.0348,0.034,0.0,0.364,0.382,4,"['pop punk', 'punk', 'socal pop punk']"
1580,wolfgang gartner,illmerica,0.63,0.727,2,0.0477,0.000424,0.00957,0.331,0.14,5,"['big room', 'complextro', 'edm', 'electro house', 'house', 'progressive electro house', 'progressive house']"
1581,two steps from hell,birth of a hero,0.438,0.556,0,0.0356,0.56,0.969,0.0853,0.154,4,"['epicore', 'scorecore', 'soundtrack', 'video game music']"
1582,jimi hendrix,bold as love,0.354,0.741,1,0.0806,0.018,0.0134,0.0753,0.596,4,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']"
1583,infected mushroom feat kelsy karter,now is gold,0.624,0.699,8,0.0616,0.0446,0.607,0.344,0.256,4,['psychedelic trance']
1584,eagles,hotel california,0.579,0.508,2,0.027,0.00574,0.000494,0.0575,0.609,4,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'yacht rock']"
1585,katy perry,unconditionally,0.397,0.725,7,0.043,0.00266,0.0,0.208,0.358,4,"['dance pop', 'pop', 'post-teen pop']"
1586,global deejays,kids,0.655,0.938,6,0.134,0.000423,2.54e-05,0.188,0.168,4,['pop house']
1587,owl city,when can i see you again,0.638,0.831,11,0.081,0.0263,0.0,0.0491,0.388,4,"['pop', 'pop rock', 'post-teen pop']"
1588,the beatles,the fool on the hill,0.356,0.26,4,0.0314,0.913,2.1e-06,0.105,0.49,4,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
1589,enya,only time,0.418,0.249,3,0.0301,0.841,0.660999999999999,0.112,0.213,4,"['celtic', 'middle earth']"
1590,bruce dickinson,man of sorrows,0.485,0.674,2,0.029,0.0428,4.51e-05,0.103,0.224,4,"['album rock', 'hard rock', 'metal', 'power metal', 'progressive metal', 'rock', 'speed metal']"
1591,crazy and corza,wildfire,0.579,0.976,6,0.0623,0.00105,0.765999999999999,0.0559,0.43,4,[]
1592,linked horizon,guren no yumiya,0.455,0.952,1,0.0787,0.0232,5.65e-05,0.0662,0.332,4,"['anime', 'anime latino', 'otacore']"
1593,sebastian ingrosso and alesso,calling - lose my mind,0.670999999999999,0.670999999999999,1,0.044,8.62e-05,0.31,0.0829,0.0746,4,"['big room', 'deep big room', 'edm', 'electro house', 'progressive electro house', 'progressive house']"
1594,ellie goulding,love me like you do,0.262,0.606,8,0.0484,0.247,0.0,0.125,0.275,4,"['dance pop', 'edm', 'metropopolis', 'pop', 'post-teen pop', 'tropical house', 'uk pop']"
1595,alan silvestri,the cosmos is yours - cosmos a spacetime odyssey,0.22,0.231,2,0.0365,0.921,0.852,0.15,0.0356,4,"['scorecore', 'soundtrack']"
1596,flip and fill,irish blue,0.537,0.962,0,0.0556,0.00244,0.129,0.0922,0.688,4,"['bouncy house', 'europop', 'hardcore techno']"
1597,wanting,jar of love,0.667999999999999,0.790999999999999,0,0.0328,0.0176,4.75e-06,0.165,0.665,4,['mandopop']
1598,numeriklab,ncis theme,0.593,0.971,5,0.0343,0.0559,0.723,0.309,0.428,4,[]
1599,3 doors down,kryptonite,0.545,0.865,11,0.0286,0.00664,1.12e-05,0.168,0.542999999999999,4,"['alternative metal', 'nu metal', 'pop rock', 'post-grunge']"
1600,sondre lerche,say it all,0.494,0.680999999999999,9,0.165,0.00115,2.14e-06,0.11,0.643,4,['bergen indie']
1601,kaoma,lambada,0.755999999999999,0.8,5,0.0329,0.211,0.000723,0.047,0.967,4,[]
1602,danny de munk,ik voel me zo verdomd alleen,0.477,0.452,9,0.0275,0.23,0.0,0.101,0.262,4,"['dutch pop', 'dutch rock', 'levenslied']"
1603,bright eyes,first day of my life,0.468,0.201,4,0.0388,0.915,8.28e-05,0.0952,0.383,4,"['anti-folk', 'chamber pop', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'omaha indie', 'slow core', 'stomp and holler']"
1604,camel,lady fantasy,0.271,0.677999999999999,9,0.0486,0.00138,0.54,0.34,0.29,4,"['album rock', 'art rock', 'canterbury scene', 'jazz fusion', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']"
1605,the kooks,naive,0.547,0.816,8,0.0624,0.0688,0.0,0.127,0.722,4,"['brighton indie', 'garage rock', 'indie pop', 'modern rock', 'rock']"
1606,crosby stills and nash,suite - judy blue eyes,0.451,0.364,9,0.0436,0.469,0.0,0.197,0.298,4,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'traditional folk']"
1607,the beatles,and i love her,0.767,0.331,1,0.0337,0.64,0.0,0.0681,0.636,4,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
1608,rodgers and hammerstein,do-re-mi,0.555,0.227,0,0.0759,0.903,0.0,0.121,0.488,4,['broadway']
1609,dido,thank you,0.722,0.595,1,0.0415,0.284,0.000538,0.0694,0.738,4,"['dance pop', 'neo mellow', 'new wave pop', 'pop rock']"
1610,jj lin,always online,0.797999999999999,0.55,0,0.0453,0.443,0.0,0.171,0.695,4,"['mandopop', 'singaporean mandopop', 'singaporean pop']"
1611,johnny cash,the man comes around,0.635,0.584,0,0.144,0.52,0.0951,0.962,0.753,4,"['arkansas country', 'outlaw country']"
1612,culture club,karma chameleon,0.667999999999999,0.73,10,0.0366,0.225,0.0,0.188,0.894,4,"['dance pop', 'dance rock', 'disco', 'europop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']"
1613,gaia - armin van buuren,tuvan,0.547,0.795999999999999,1,0.0374,0.000907,0.901,0.134,0.419,4,"['progressive house', 'progressive trance', 'trance', 'uplifting trance']"
1614,rustie,ultra thizz,0.36,0.895,0,0.537999999999999,0.153,0.608,0.174,0.321,5,"['bass music', 'dubstep', 'electronic trap', 'future garage', 'hyperpop', 'scottish electronic', 'vapor twitch', 'wonky']"
1615,deep purple,soldier of fortune,0.546,0.274,2,0.027,0.417,2.99e-05,0.109,0.228,4,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'psychedelic rock', 'rock']"
1616,traditional,we wish you a merry christmas,0.241,0.247,2,0.0358,0.958,0.131,0.102,0.29,4,['sleep']
1617,gfriend,me gustas tu,0.645999999999999,0.923,8,0.0613,0.166,0.0,0.0507,0.703,4,"['k-pop', 'k-pop girl group']"
1618,taylor swift,the best day,0.665999999999999,0.434,1,0.0289,0.647,1.95e-06,0.124,0.396,4,"['dance pop', 'pop', 'post-teen pop']"
1619,ufo,doctor doctor,0.298,0.799,2,0.0464,0.000168,9.42e-05,0.496,0.561,4,"['album rock', 'blues rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']"
1620,kshmr,dadima,0.301,0.883,6,0.112,0.0125,0.0143,0.291,0.0791,4,"['big room', 'deep big room', 'edm', 'electro house', 'indian edm', 'progressive electro house', 'tropical house']"
1621,usher,scream,0.616,0.862,7,0.0973,0.00117,0.0,0.179,0.569,4,"['atl hip hop', 'dance pop', 'pop', 'r&b', 'urban contemporary']"
1622,eric clapton,layla,0.557999999999999,0.524,2,0.0459,0.321,0.000952,0.94,0.636,4,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold', 'rock', 'soft rock']"
1623,cern,the message - northern mix,0.577,0.904,9,0.04,3.53e-05,0.871,0.142,0.133,4,"['deep dnb', 'deep liquid bass']"
1624,antonin dvorak,humoresque op 101 no 7,0.203,0.0604,6,0.0459,0.852,0.421,0.145,0.141,4,"['classical', 'late romantic era']"
1625,jeremy soule,skyrim - far horizons,0.0673,0.114,10,0.041,0.972,0.961,0.136,0.0363,4,"['scorecore', 'soundtrack', 'video game music']"
1626,audien,elysium,0.7,0.885999999999999,5,0.0368,0.0375,0.884,0.178,0.104,4,"['big room', 'edm', 'electro house', 'electropop', 'indie poptimism', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']"
1627,the mighty mighty bosstones,a jackknife to a swan,0.309,0.955,7,0.0557,0.00364,4.07e-06,0.361,0.707,4,"['boston punk', 'boston rock', 'punk', 'ska', 'ska punk', 'skate punk']"
1628,iron maiden,aces high,0.3,0.936,2,0.0456,0.0337,0.021,0.158,0.755999999999999,4,"['album rock', 'hard rock', 'metal', 'nwobhm', 'rock']"
1629,nightwish,last of the wilds,0.341,0.753,9,0.0398,0.00187,0.156,0.135,0.0632,3,"['finnish metal', 'gothic metal', 'gothic symphonic metal', 'power metal', 'symphonic metal']"
1630,tove lo,cool girl,0.674,0.694,9,0.109,0.313,7.17e-06,0.0752,0.203,4,"['dance pop', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'swedish electropop', 'swedish pop', 'swedish synthpop', 'tropical house']"
1631,echotape,far from heaven,0.512,0.81,7,0.0577,7.20999999999999e-05,0.00780999999999999,0.152,0.439,4,['english indie rock']
1632,pink floyd,welcome to the machine,0.382,0.36,0,0.0365,0.52,0.171,0.0747,0.0362,4,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']"
1633,robert miles,children,0.604,0.755,0,0.0337,0.000295,0.812,0.0625,0.388,4,"['dream trance', 'eurodance', 'trance']"
1634,grimes,vanessa,0.725,0.653,6,0.0323,0.148,0.555,0.122,0.166,4,"['alternative dance', 'art pop', 'canadian electropop', 'chillwave', 'dance pop', 'dream pop', 'electropop', 'escape room', 'experimental pop', 'grave wave', 'indie pop', 'indietronica', 'metropopolis', 'new rave']"
1635,arctic monkeys,do i wanna know,0.547999999999999,0.532,5,0.0323,0.186,0.000263,0.217,0.405,4,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']"
1636,helloween,a tale that wasn't right,0.315,0.553999999999999,9,0.0337,0.291,0.0,0.255,0.201,4,"['german metal', 'hard rock', 'metal', 'neo classical metal', 'old school thrash', 'power metal', 'progressive metal', 'rock', 'speed metal', 'thrash metal']"
1637,mt eden,sierra leone,0.361,0.736,3,0.0376,0.000484,0.153,0.481,0.117,4,"['brostep', 'chillstep', 'nz electronic']"
1638,alunageorge,your drums your love,0.64,0.694,6,0.0649,0.118,0.00172,0.121,0.479,4,"['electropop', 'house', 'indietronica', 'pop', 'tropical house']"
1639,gareth emery and ashley wallbridge,mansion,0.301,0.752,10,0.0364,2.36e-06,0.839,0.168,0.0551,4,"['big room', 'edm', 'progressive electro house', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']"
1640,airbag,sounds that i hear,0.456,0.386,9,0.0313,0.738,0.127,0.12,0.0393,4,"['modern progressive rock', 'neo-progressive', 'progressive rock']"
1641,david guetta,baby when the light,0.587,0.748,0,0.035,0.0259,0.0,0.145,0.25,4,"['dance pop', 'edm', 'pop', 'tropical house']"
1642,parkway drive,alone,0.337,0.923,7,0.0585,8.58e-05,0.000176,0.307,0.348,4,"['alternative metal', 'australian metalcore', 'melodic metalcore', 'metalcore', 'nu metal']"
1643,christina aguilera,hurt,0.327,0.295,4,0.0313,0.775,0.0,0.107,0.143,4,"['dance pop', 'pop', 'pop rap', 'post-teen pop']"
1644,globus,europa,0.496,0.827,7,0.0613,0.0435,1.24e-06,0.198,0.448,4,"['bow pop', 'epicore']"
1645,gamma ray,lonesome stranger,0.463,0.517,2,0.0323,0.00487,0.527,0.187,0.394,4,"['german metal', 'hard rock', 'melodic metal', 'metal', 'neo classical metal', 'power metal', 'progressive metal', 'speed metal']"
1646,deadmau5,right this second,0.657999999999999,0.902,10,0.0734,0.0135,0.858,0.069,0.0279,3,"['big room', 'canadian electronic', 'edm', 'electro house', 'progressive house']"
1647,skrillex,kill everybody,0.787999999999999,0.874,0,0.0805,0.00219,0.00231,0.0998,0.629,4,"['brostep', 'complextro', 'edm', 'electro', 'electro house']"
1648,thomas azier,red eyes - mike luck remix,0.474,0.875,5,0.0342,0.0111,0.787,0.149,0.19,4,"['dutch indie', 'dutch pop']"
1649,rafael frost,slipstream,0.609,0.902,11,0.0943,0.000198,0.849,0.413,0.31,4,['progressive trance']
1650,cashmere cat,paws,0.707,0.575,2,0.0343,0.478,0.128,0.103,0.216,4,"['downtempo', 'edm', 'electropop', 'pop', 'post-teen pop', 'shiver pop']"
1651,pitbull,rain over me,0.61,0.906,0,0.0647,0.00416,0.0,0.758,0.294,4,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']"
1652,lindsey stirling,mirror haus,0.499,0.877,4,0.0526,0.000105,2.21e-05,0.0464,0.278,4,['bow pop']
1653,enrique iglesias,dirty dancer,0.662,0.942,3,0.072,0.00854,0.0,0.117,0.787,4,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'tropical']"
1654,the spill canvas,all over you,0.553999999999999,0.941,10,0.0347,0.00848,0.0,0.102,0.524,4,"['dreamo', 'emo', 'neon pop punk', 'pop punk', 'screamo', 'south dakota indie']"
1655,leona lewis,i will be,0.47,0.602,7,0.0284,0.143,0.0,0.156,0.185,4,"['british soul', 'dance pop', 'europop', 'neo mellow', 'pop', 'post-teen pop', 'talent show', 'uk pop']"
1656,fleetwood mac,rhiannon,0.723,0.49,9,0.0296,0.111,0.0946,0.0923,0.795,4,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']"
1657,robyn,indestructible,0.655,0.726,9,0.0297,0.00212,0.272,0.142,0.102,4,"['art pop', 'dance pop', 'electropop', 'pop', 'pop rock', 'scandipop', 'swedish electropop', 'swedish pop']"
1658,david guetta,titanium feat sia,0.604,0.787,0,0.103,0.0679,0.15,0.127,0.301,4,"['dance pop', 'edm', 'pop', 'tropical house']"
1659,lupe fiasco,the show goes on,0.591,0.889,7,0.115,0.0189,0.0,0.155,0.65,4,"['chicago rap', 'conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']"
1660,pitbull,hotel room service,0.851,0.629,1,0.175,0.00705,0.000372,0.0746,0.789,4,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']"
1661,two-mix,just communication,0.613,0.944,7,0.0632,0.061,1.92e-05,0.0968,0.495,4,[]
1662,epica,the essence of silence,0.461,0.94,11,0.0901,0.000353,3.82e-05,0.471,0.221,4,"['dutch metal', 'gothic metal', 'gothic symphonic metal', 'power metal', 'progressive metal', 'symphonic metal']"
1663,kasbo,kaleidoscope,0.544,0.442,4,0.0356,0.0753,0.0276,0.107,0.0771,4,"['catstep', 'edm', 'electropop', 'indie electropop', 'indie poptimism', 'indietronica', 'new french touch', 'pop edm', 'swedish electropop', 'tropical house', 'vapor soul', 'vapor twitch']"
1664,au5,virgo,0.459,0.635,1,0.061,0.00437,9.71e-06,0.197,0.0772,4,"['brostep', 'catstep', 'chillstep', 'complextro', 'deep dubstep', 'edm', 'electro house', 'filthstep', 'zapstep']"
1665,carly rae jepsen,making the most of the night,0.608,0.875,8,0.0796,0.00382,0.00285,0.158,0.529,4,"['canadian pop', 'dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop']"
1666,demi lovato,skyscraper,0.573,0.581,7,0.0276,0.148,0.0,0.128,0.188,4,"['dance pop', 'pop', 'post-teen pop']"
1667,keane vs basto,bend and break,0.647,0.862,9,0.0451,0.00196,0.00184,0.118,0.597,4,"['neo mellow', 'piano rock', 'pop rock']"
1668,armin van buuren,pulsar,0.618,0.968,11,0.04,0.00333,0.911,0.103,0.0504,4,"['edm', 'progressive house', 'trance']"
1669,alter bridge,watch over you,0.276,0.657999999999999,7,0.0329,0.0836,0.000553,0.161,0.16,4,"['alternative metal', 'nu metal', 'post-grunge', 'rock']"
1670,chelsea ward,that's falling in love,0.627,0.908,1,0.0355,0.133,1.54e-06,0.224,0.792999999999999,4,[]
1671,milky chance,stolen dance,0.885,0.581,11,0.0378,0.427,0.000204,0.0759,0.728,4,['german pop']
1672,latch key kid,good times,0.653,0.706,7,0.0281,0.00146,0.000544,0.0516,0.794,4,[]
1673,dream theater,another day,0.454,0.614,11,0.0302,0.00223,1.16e-05,0.0936,0.343,4,"['metal', 'power metal', 'progressive metal', 'progressive rock', 'rock']"
1674,au5,blossom,0.649,0.747,6,0.0488,0.027,0.0755,0.0887,0.225,4,"['brostep', 'catstep', 'chillstep', 'complextro', 'deep dubstep', 'edm', 'electro house', 'filthstep', 'zapstep']"
1675,justice,helix,0.657,0.865,7,0.0365,0.0124,0.575,0.138,0.256,4,"['alternative dance', 'dance-punk', 'disco house', 'electro house', 'electronica', 'filter house', 'indietronica', 'new rave']"
1676,carly rae jepsen,more than a memory,0.732,0.857,4,0.0321,0.00594,0.00062,0.138,0.739,4,"['canadian pop', 'dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop']"
1677,warrant,i saw red,0.495,0.677,4,0.0271,0.269,0.0,0.381,0.437,4,"['album rock', 'glam metal', 'hard rock', 'rock']"
1678,mike posner,i took a pill in ibiza - seeb remix,0.662999999999999,0.713,7,0.112,0.0353,7.68e-06,0.0843,0.69,4,"['dance pop', 'pop', 'pop rap']"
1679,kent,duett,0.572,0.659,11,0.0314,0.38,0.0138,0.0777,0.245,4,"['swedish alternative rock', 'swedish indie rock', 'swedish pop']"
1680,soundprank,animus,0.64,0.893,4,0.0605,0.00891,0.749,0.0883,0.177,4,"['progressive house', 'progressive trance', 'progressive trance house']"
